id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
172,1992,10,10,ATL,Adam Keefe,Stanford,9,617,10334,3107,2556,427,0.502,0.071,0.714,16.7,5,4.1,0.7,24.9,0.116,-1.3,1.7
173,1992,11,11,HOU,Robert Horry,Alabama,16,1107,27069,7715,5269,2343,0.425,0.341,0.726,24.5,7,4.8,2.1,66.3,0.118,1.9,26.4
174,1992,12,12,MIA,Harold Miner,USC,4,200,3748,1801,432,245,0.46,0.311,0.785,18.7,9,2.2,1.2,4.2,0.053,-3,-0.9
175,1992,13,13,DEN,Bryant Stith,Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841,28,10.1,3.4,2,29.5,0.086,-0.8,4.9
176,1992,14,14,IND,Malik Sealy,St. John's,8,493,11720,4955,1585,816,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07,-1.2,2.2
177,1992,15,15,LAL,Anthony Peeler,Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072,-0.7,6.6
178,1992,16,16,LAC,Randy Woods,La Salle,4,151,1093,356,93,257,0.34,0.305,0.683,7.2,2.4,0.6,1.7,0.6,0.026,-1.5,0.1
179,1992,17,17,SEA,Doug Christie,Pepperdine,15,827,26079,9301,3382,2992,0.426,0.354,0.821,31.5,11.2,4.1,3.6,55.7,0.102,1.1,20.7
180,1992,18,18,SAS,Tracy Murray,UCLA,12,659,12103,5943,1649,508,0.43,0.388,0.829,18.4,9,2.5,0.8,24.1,0.096,-0.1,5.8
181,1992,19,19,DET,Don MacLean,UCLA,9,319,6679,3490,1210,404,0.455,0.284,0.765,20.9,10.9,3.8,1.3,9.4,0.067,-2.5,-0.9
182,1992,20,20,NYK,Hubert Davis,UNC,12,685,15143,5583,1045,1172,0.458,0.441,0.837,22.1,8.2,1.5,1.7,27.7,0.088,-0.9,4.2
183,1992,21,21,BOS,Jon Barry,Georgia Tech,14,821,13880,4715,1513,1784,0.434,0.392,0.848,16.9,5.7,1.8,2.2,37.2,0.129,1.8,13.4
184,1992,22,22,PHO,Oliver Miller,Arkansas,9,493,11338,3625,2893,1061,0.534,0.116,0.639,23,7.4,5.9,2.2,21.1,0.089,0.6,7.4
185,1992,23,23,MIL,Lee Mayberry,Arkansas,7,496,10337,2546,642,1767,0.415,0.377,0.659,20.8,5.1,1.3,3.6,7.9,0.036,-2.9,-2.3
186,1992,24,24,GSW,Latrell Sprewell,Alabama,13,913,35270,16712,3724,3664,0.425,0.337,0.804,38.6,18.3,4.1,4,56.3,0.077,0.4,21
187,1992,25,25,LAC,Elmore Spencer,UNLV,5,157,2641,923,555,109,0.516,0,0.58,16.8,5.9,3.5,0.7,0,0.001,-4.6,-1.7
188,1992,26,26,POR,Dave Johnson,Syracuse,2,59,475,204,64,17,0.365,0.2,0.663,8.1,3.5,1.1,0.3,-0.3,-0.032,-8.2,-0.7
189,1992,27,27,CHI,Byron Houston,Oklahoma State,4,214,2674,835,648,114,0.456,0.256,0.676,12.5,3.9,3,0.5,3.9,0.069,-3.9,-1.3
190,1992,28,28,MIN,Marlon Maxey,Texas-El Paso,2,98,1146,479,363,22,0.542,0,0.685,11.7,4.9,3.7,0.2,2.6,0.109,-3,-0.3
191,1992,29,29,NJN,P.J. Brown,Louisiana Tech,15,1089,33823,9870,8409,1661,0.46,0.136,0.794,31.1,9.1,7.7,1.5,89.8,0.128,0,17.4
192,1992,30,30,DAL,Sean Rooks,Arizona,12,749,13560,4676,2877,631,0.459,0.091,0.699,18.1,6.2,3.8,0.8,16.2,0.057,-2.9,-3.1
193,1992,31,31,POR,Reggie Smith,TCU,2,66,384,99,120,5,0.394,0,0.404,5.8,1.5,1.8,0.1,0.4,0.051,-5.1,-0.3
194,1992,32,32,WSB,Brent Price,Oklahoma,9,418,7007,2481,684,1236,0.426,0.387,0.824,16.8,5.9,1.6,3,12,0.082,-0.8,2.2
195,1992,33,33,CHI,Corey Williams,Oklahoma State,2,39,288,92,37,29,0.367,0.25,0.826,7.4,2.4,0.9,0.7,0.2,0.037,-5.6,-0.3
196,1992,34,34,MIN,Chris Smith,UConn,3,224,3956,1140,291,627,0.435,0.366,0.713,17.7,5.1,1.3,2.8,3.2,0.039,-2.3,-0.3
197,1992,35,35,CHH,Tony Bennett,Green Bay,3,152,1886,538,155,303,0.412,0.335,0.732,12.4,3.5,1,2,1.6,0.041,-2.7,-0.3
198,1992,36,36,LAL,Duane Cooper,USC,2,88,781,204,59,178,0.402,0.216,0.72,8.9,2.3,0.7,2,-0.5,-0.032,-6.1,-0.8
199,1992,37,37,MIA,Isaiah Morris,Arkansas,1,25,102,55,12,4,0.456,,0.75,4.1,2.2,0.5,0.2,0,-0.022,-5.7,-0.1
200,1992,38,38,ATL,Elmer Bennett,Notre Dame,3,21,159,48,10,22,0.34,0.273,0.722,7.6,2.3,0.5,1,-0.3,-0.095,-6.9,-0.2
201,1992,39,39,CHI,Litterial Green,Georgia,5,148,1189,423,75,182,0.42,0.077,0.665,8,2.9,0.5,1.2,1.6,0.066,-2.4,-0.1
202,1992,40,40,NJN,Steve Rogers,Alabama State University,,,,,,,,,,,,,,,,,
203,1992,41,41,HOU,Popeye Jones,Murray State,11,535,12579,3726,3981,696,0.447,0.281,0.751,23.5,7,7.4,1.3,22,0.084,-2.7,-2.1
204,1992,42,42,MIA,Matt Geiger,Georgia Tech,10,552,12221,5059,3158,388,0.499,0.232,0.728,22.1,9.2,5.7,0.7,28.4,0.112,-1.8,0.6
205,1992,43,43,GSW,Sasha Danilović,,2,75,2331,957,182,149,0.439,0.379,0.789,31.1,12.8,2.4,2,4.2,0.087,-0.7,0.8
206,1992,44,44,SAS,Henry Williams,UNC Charlotte,,,,,,,,,,,,,,,,,
207,1992,45,45,SEA,Chris King,Wake Forest,3,103,2058,693,311,116,0.423,0.383,0.633,20,6.7,3,1.1,1,0.023,-2.8,-0.4
208,1992,46,46,DEN,Robert Werdann,St. John's,3,47,273,101,81,9,0.378,0,0.574,5.8,2.1,1.7,0.2,0.1,0.026,-6.3,-0.3
209,1992,47,47,BOS,Darren Morningstar,Pitt,1,23,367,96,81,15,0.476,,0.6,16,4.2,3.5,0.7,0.4,0.048,-4.5,-0.2
210,1992,48,48,PHO,Brian Davis,Duke,1,68,374,131,55,22,0.317,0.333,0.735,5.5,1.9,0.8,0.3,0,0,-4.7,-0.3
211,1992,49,49,PHO,Ron Ellis,Louisiana Tech,,,,,,,,,,,,,,,,,
212,1992,50,50,GSW,Matt Fish,UNC Wilmington,3,50,512,177,110,25,0.5,0,0.625,10.2,3.5,2.2,0.5,0.6,0.058,-3.1,-0.1
213,1992,51,51,MIN,Tim Burroughs,Jacksonville University,,,,,,,,,,,,,,,,,
214,1992,52,52,CHI,Matt Steigenga,Michigan State,1,2,12,3,3,2,0.25,0,0.5,6,1.5,1.5,1,0,-0.126,-8.5,0
215,1992,53,53,HOU,Curtis Blair,Richmond,,,,,,,,,,,,,,,,,
216,1992,54,54,SAC,Brett Roberts,Morehead State University,,,,,,,,,,,,,,,,,
217,1993,1,1,ORL,Chris Webber,Michigan,15,831,30847,17182,8124,3526,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,3.4,42.1
218,1993,2,2,PHI,Shawn Bradley,BYU,12,832,19531,6752,5268,573,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1,-0.2,8.9
219,1993,3,3,GSW,Anfernee Hardaway,Memphis,14,704,23711,10684,3146,3525,0.458,0.316,0.774,33.7,15.2,4.5,5,61.9,0.125,2.5,26.9
220,1993,4,4,DAL,Jamal Mashburn,Kentucky,11,611,22762,11644,3271,2414,0.418,0.345,0.766,37.3,19.1,5.4,4,43.7,0.092,0.3,13.4
221,1993,5,5,MIN,Isaiah Rider,UNLV,9,563,17851,9405,2166,1535,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061,-1,4.5
222,1993,6,6,WSB,Calbert Cheaney,Indiana,13,825,22007,7826,2610,1398,0.466,0.298,0.691,26.7,9.5,3.2,1.7,23.1,0.05,-2.5,-2.9
223,1993,7,7,SAC,Bobby Hurley,Duke,5,269,4170,1032,283,880,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-5.4,-3.5
224,1993,8,8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,0.485,0.215,0.638,32.5,15,7.4,1.9,47,0.088,-1.2,5.3
225,1993,9,9,DEN,Rodney Rogers,Wake Forest,12,866,21873,9468,3881,1722,0.451,0.347,0.69,25.3,10.9,4.5,2,38.8,0.085,-0.3,9.7
226,1993,10,10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,0.388,0.36,0.746,24.8,8.5,2.2,2.7,32.9,0.068,-0.4,9.4
227,1993,11,11,DET,Allan Houston,Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,0.1,15
228,1993,12,12,LAL,George Lynch,UNC,12,774,17683,5109,3902,1121,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088,-0.4,7.3
229,1993,13,13,LAC,Terry Dehere,Seton Hall,6,402,7305,3235,588,1034,0.411,0.378,0.779,18.2,8,1.5,2.6,7.3,0.048,-2.6,-1.1
230,1993,14,14,IND,Scott Haskin,Oregon State,1,27,186,55,55,6,0.467,,0.684,6.9,2,2,0.2,0.3,0.087,-2.8,0
231,1993,15,15,ATL,Doug Edwards,Florida State,3,85,838,203,153,60,0.378,0,0.709,9.9,2.4,1.8,0.7,0.2,0.013,-4.8,-0.6
232,1993,16,16,NJN,Rex Walters,Kansas,7,335,4602,1547,403,569,0.441,0.361,0.809,13.7,4.6,1.2,1.7,6.3,0.066,-2,0
233,1993,17,17,CHH,Greg Graham,Indiana,5,207,2530,938,219,201,0.407,0.29,0.775,12.2,4.5,1.1,1,1.3,0.025,-3.8,-1.2
234,1993,18,18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,0.348,0,0.75,6.1,1.3,0.7,0,-0.1,-0.064,-12.3,-0.2
235,1993,19,19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,0.403,0,0.667,13,5.1,2.7,0.3,0.3,0.005,-5.9,-2.5
236,1993,20,20,CHH,Scott Burrell,UConn,8,383,7592,2647,1332,527,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104,0.7,5.2
237,1993,21,21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,0.394,0.348,0.666,18.2,7.6,1.7,1.9,5.8,0.04,-2,0
238,1993,22,22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,0.432,0.351,0.817,30.4,11.2,4.9,1.9,37.7,0.105,-0.5,6.8
239,1993,23,23,SEA,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,0.505,0.2,0.605,20.1,4.1,6.1,0.5,37.8,0.107,-1.4,2.6
240,1993,24,24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,0.454,0.331,0.861,30,15.7,3.2,6,87.5,0.141,1.8,28.8
241,1993,25,25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088,-2.5,-1.1
242,1993,26,26,ORL,Geert Hammink,LSU,3,8,27,14,7,2,0.4,,0.667,3.4,1.8,0.9,0.3,0.1,0.089,-3.7,0
243,1993,27,27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,0.378,0,0.5,3.1,1.5,1.1,0,0.1,0.036,-8.7,-0.1
244,1993,28,28,DAL,Lucious Harris,Cal State Long Beach,12,800,15701,5784,1864,1130,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088,-0.9,4.5
245,1993,29,29,MIN,Sherron Mills,VCU,,,,,,,,,,,,,,,,,
246,1993,30,30,WSB,Gheorghe Mureșan,,6,307,6729,3020,1957,150,0.573,0,0.644,21.9,9.8,6.4,0.5,19,0.136,-0.3,2.9
247,1993,31,31,SAC,Evers Burns,Maryland,1,23,143,56,30,9,0.4,,0.522,6.2,2.4,1.3,0.4,0.1,0.02,-5.5,-0.1
248,1993,32,32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,0.308,0.1,0.5,10.4,3.2,1.8,0.9,-0.4,-0.153,-8.4,-0.2
249,1993,33,33,DAL,Eric Riley,Michigan,5,186,1844,574,479,60,0.456,0,0.704,9.9,3.1,2.6,0.3,2.5,0.066,-3.8,-0.9
250,1993,34,34,GSW,Darnell Mee,Western Kentucky,2,40,293,76,36,18,0.312,0.222,0.444,7.3,1.9,0.9,0.5,-0.1,-0.02,-2.8,-0.1
251,1993,35,35,MIA,Ed Stokes,Arizona,1,4,17,3,4,1,0.333,,0.5,4.3,0.8,1,0.3,0,-0.077,-7.6,0
252,1993,36,36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,
253,1993,37,37,LAL,Nick Van Exel,Cincinnati,13,880,28969,12658,2545,5777,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,0.4,17.7
254,1993,38,38,WSB,Conrad McRae,Syracuse,,,,,,,,,,,,,,,,,
255,1993,39,39,IND,Thomas Hill,Duke,,,,,,,,,,,,,,,,,
256,1993,40,40,ATL,Rich Manning,Washington,2,55,512,182,94,10,0.415,0.4,0.643,9.3,3.3,1.7,0.2,-0.3,-0.028,-8.3,-0.8
257,1993,41,41,CHI,Anthony Reed,Tulane,,,,,,,,,,,,,,,,,
258,1993,42,42,SEA,Adonis Jordan,Kansas,2,10,97,21,6,22,0.296,0.25,0.5,9.7,2.1,0.6,2.2,0,-0.015,-2.9,0
259,1993,43,43,DEN,Josh Grant,Utah,1,53,382,157,89,24,0.404,0.279,0.759,7.2,3,1.7,0.5,0.5,0.06,-2.3,0
260,1993,44,44,SAC,Alex Holcombe,Baylor,,,,,,,,,,,,,,,,,
261,1993,45,45,UTA,Bryon Russell,Cal State Long Beach,13,841,19805,6663,2914,1085,0.431,0.369,0.75,23.5,7.9,3.5,1.3,47.4,0.115,0.4,11.8
262,1993,46,46,HOU,Richard Petruška,UCLA,1,22,92,53,31,1,0.435,0.467,0.75,4.2,2.4,1.4,0,0,-0.014,-8.2,-0.1
263,1993,47,47,SAS,Chris Whitney,Clemson,11,579,10052,3738,815,1613,0.395,0.361,0.875,17.4,6.5,1.4,2.8,21.2,0.101,-0.2,4.6
264,1993,48,48,POR,Kevin Thompson,NC State,1,14,58,13,13,3,0.429,0,0.5,4.1,0.9,0.9,0.2,0,-0.016,-8.1,-0.1
265,1993,49,49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,
266,1993,50,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,
267,1993,51,51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,
268,1993,52,52,SAC,Mike Peplowski,Michigan State,3,68,705,194,176,26,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067,-4.5,-0.4
269,1993,53,53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,
270,1993,54,54,PHO,Byron Wilson,Utah,,,,,,,,,,,,,,,,,
271,1994,1,1,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,0.1,13.5
272,1994,2,2,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133,3.8,73.5
273,1994,3,3,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138,3,43.6
274,1994,4,4,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59,0.113,1.1,19.9
275,1994,5,5,WSB,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,-1.6,3.8
276,1994,6,6,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,0.456,0.083,0.618,22.3,9.7,5,0.6,1.4,0.015,-4.8,-3.2
277,1994,7,7,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052,-1.2,4
278,1994,8,8,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,-0.8,6.2
279,1994,9,9,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,0.49,0,0.478,18.2,4.5,4.6,0.4,8.5,0.048,-4.4,-5.2
280,1994,10,10,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.1,42.3
281,1994,11,11,SEA,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,0.536,0.258,0.562,19,7.4,4.3,0.6,11.1,0.095,-1,1.5
282,1994,12,12,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,-1.3,1
283,1994,13,13,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.2,12.3
284,1994,14,14,NJN,Yinka Dare,George Washington,4,110,1002,233,281,4,0.396,,0.57,9.1,2.1,2.6,0,-0.7,-0.033,-8.4,-1.6
285,1994,15,15,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102,0.2,7.9
286,1994,16,16,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063,-3.5,-1.1
287,1994,17,17,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1,0.7,12.9
288,1994,18,18,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034,-4.3,-0.9
289,1994,19,19,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027,-3.3,-0.7
290,1994,20,20,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-5,-0.6
291,1994,21,21,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-4.5,-3.3
292,1994,22,22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743,11,2.7,2,0.4,1.6,0.047,-5.3,-1.3
293,1994,23,23,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102,0.9,15.2
294,1994,24,24,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072,-1.8,0.3
295,1994,25,25,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-1.5,0.7
296,1994,26,26,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113,2.1,14.5
297,1994,27,27,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2,0.057,-1.5,0.2
298,1994,28,28,DAL,Deon Thomas,Illinois,,,,,,,,,,,,,,,,,
299,1994,29,29,PHO,Antonio Lang,Duke,6,143,1395,329,210,50,0.455,0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-3.8,-0.6
300,1994,30,30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-1.7,1.3
301,1994,31,31,ORL,Rodney Dent,Kentucky,,,,,,,,,,,,,,,,,
302,1994,32,32,WSB,Jim McIlvaine,Marquette,7,401,5927,1072,1243,105,0.446,0.1,0.551,14.8,2.7,3.1,0.3,9.4,0.076,-2.2,-0.3
303,1994,33,33,PHI,Derrick Alston,Duquesne,3,139,2657,751,525,94,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047,-2.8,-0.5
304,1994,34,34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,0.333,0,1,10.5,3.8,1.3,0.3,0.1,0.076,-1.2,0
305,1994,35,35,SAC,Michael Smith,Providence,7,449,10552,2527,3193,661,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,0.107,-0.1,5.1
306,1994,36,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,
307,1994,37,37,SEA,Dontonio Wingfield,Cincinnati,4,114,1146,423,275,76,0.389,0.309,0.721,10.1,3.7,2.4,0.7,1.8,0.074,-2.6,-0.2
308,1994,38,38,CHH,Darrin Hancock,Kansas,3,133,1395,467,169,89,0.53,0.333,0.579,10.5,3.5,1.3,0.7,1.1,0.038,-3.3,-0.5
309,1994,39,39,GSW,Anthony Miller,Michigan State,8,181,1637,510,488,66,0.51,0.25,0.576,9,2.8,2.7,0.4,3.8,0.11,-2.6,-0.2
310,1994,40,40,MIA,Jeff Webster,Oklahoma,1,11,58,18,7,3,0.348,0.333,,5.3,1.6,0.6,0.3,0,-0.03,-4.9,0
311,1994,41,41,IND,William Njoku,,,,,,,,,,,,,,,,,,
312,1994,42,42,CLE,Gary Collier,Tulsa,,,,,,,,,,,,,,,,,
313,1994,43,43,POR,Shawnelle Scott,St. John's,4,105,634,189,228,20,0.464,,0.465,6,1.8,2.2,0.2,1.3,0.101,-3.8,-0.3
314,1994,44,44,IND,Damon Bailey,Indiana,,,,,,,,,,,,,,,,,
315,1994,45,45,GSW,Dwayne Morton,Louisville,1,41,395,167,58,18,0.388,0.36,0.682,9.6,4.1,1.4,0.4,0.2,0.025,-3.5,-0.1
316,1994,46,46,MIL,Voshon Lenard,Minnesota,11,565,15349,6745,1609,1180,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,0.093,0,7.9
317,1994,47,47,UTA,Jamie Watson,South Carolina,4,102,1248,323,149,117,0.468,0.316,0.694,12.2,3.2,1.5,1.1,1.2,0.045,-1.5,0.2
318,1994,48,48,DET,Jevon Crudup,Missouri,,,,,,,,,,,,,,,,,
319,1994,49,49,CHI,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,,
320,1994,50,50,PHO,Charles Claxton,Georgia,1,3,7,2,2,0,0.5,,0,2.3,0.7,0.7,0,0,-0.179,-18.9,0
321,1994,51,51,SAC,Lawrence Funderburke,Ohio State,7,318,4726,2031,1142,183,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,0.131,-0.5,1.8
322,1994,52,52,PHO,Anthony Goldwire,Houston,8,266,4951,1667,359,737,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062,-1.8,0.3
323,1994,53,53,HOU,Albert Burditt,Texas,,,,,,,,,,,,,,,,,
324,1994,54,54,SEA,Željko Rebrača,,5,215,3280,1276,688,88,0.527,,0.792,15.3,5.9,3.2,0.4,8.3,0.121,-2.2,-0.2
325,1995,1,1,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,-1.5,3
326,1995,2,2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,-0.1,13.2
327,1995,3,3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,0.3,17.4
328,1995,4,4,WSB,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.2,38.3
329,1995,5,5,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,0.497,0.275,0.789,34.5,17.8,10,3.7,191.4,0.182,5.6,96.9
330,1995,6,6,VAN,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,-3.4,-4.3
331,1995,7,7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.3,16.8
332,1995,8,8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043,-2.3,-0.2
333,1995,9,9,NJN,Ed O'Bannon,UCLA,2,128,2062,634,316,102,0.367,0.222,0.755,16.1,5,2.5,0.8,1.1,0.025,-3.5,-0.7
334,1995,10,10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.8,8.6
335,1995,11,11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,-1,2.4
336,1995,12,12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2.4,-0.7
337,1995,13,13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2,-0.1
338,1995,14,14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.5
339,1995,15,15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.7
340,1995,16,16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,-1.8,0.6
341,1995,17,17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.4,9.4
342,1995,18,18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0,10.3
343,1995,19,19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026,-5.7,-0.4
344,1995,20,20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-3.6,-3.6
345,1995,21,21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1,28.8
346,1995,22,22,CHH,George Zídek,UCLA,3,135,1328,453,286,32,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.8
347,1995,23,23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.4,6
348,1995,24,24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-7.2,-2.7
