Name,Developer,Producer,Genre,Operating System,Date Released
Transformice,Atelier 801,Atelier 801,"Massively multiplayer online, Platform",Microsoft Windows,2010
Transistor,Supergiant Games,Supergiant Games,Action RPG,"Microsoft Windows, Linux, macOS","May 20, 2014"
Trespasser,DreamWorks Interactive,Electronic Arts,"Action-adventure, first-person shooter",Microsoft Windows,"October 28, 1998"
Tribes 2,Dynamix,Sierra,First-person shooter,"Microsoft Windows, Linux","March 30, 2001"
Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,First-person shooter,Microsoft Windows,"April 12, 2012"
Tribes: Vengeance,Irrational Games,VU Games,First-person shooter,Microsoft Windows,"October 5, 2004"
Tropico,"PopTop Software, Feral Interactive","Gathering of Developers, MacSoft, Feral Interactive",Construction and management simulation,"Microsoft Windows, macOS","April 24, 2001"
Tropico 2: Pirate Cove,Frog City Software,"Gathering of Developers, Take-Two Interactive",Construction and management simulation,"Microsoft Windows, macOS","April 28, 2003"
Tropico 3,Haemimont Games,Kalypso Media,"Construction and management simulation, City-building game","Microsoft Windows, macOS","October 20, 2009"
Tropico 4,Haemimont Games,Kalypso Media,"Construction and management simulation, City-building game","Microsoft Windows, macOS","August 26, 2011"
Tropico 5,Haemimont Games,Kalypso Media,"Construction and management simulation, City-building game","Microsoft Windows, macOS","May 23, 2014"
Tropico 6,Limbic Entertainment,Kalypso Media,"Construction and management simulation, City-building game","Microsoft Windows, macOS","March 29, 2019"
True Love,Software House Parsley,"CD Bros., Otaku Publishing",Visual novel,"MS-DOS, Microsoft Windows","July 9, 1995"
Tzar,Haemimont Games,"Take-Two Interactive, FX Interactive",Real-time strategy,Microsoft Windows,"March 31, 2000"
ÜberSoldier,Burut Creative Team,Burut Creative Team,First-person shooter,Microsoft Windows,"March 29, 2006"
Undertale,Toby Fox,Toby Fox,RPG,"Microsoft Windows, Linux, macOS","September 15, 2015"
Universe Sandbox,Giant Army,Giant Army,"Casual, simulation, indie",Microsoft Windows,"April 29, 2011"
Unreal,"Epic MegaGames, Digital Extremes",GT Interactive,First-person shooter,"Microsoft Windows, macOS","May 22, 1998"
Unreal II: The Awakening,Legend Entertainment,Infogrames,First-person shooter,Microsoft Windows,"February 3, 2003"
Unreal Tournament,"Epic Games, Digital Extremes","GT Interactive, Infogrames, Redversiongamer",First-person shooter,"Microsoft Windows, Linux, macOS","November 30, 1999"
Unreal Tournament 2003,"Epic Games, Digital Extremes",Infogrames,First-person shooter,"Microsoft Windows, Linux, macOS","October 1, 2002"
Unreal Tournament 2004,"Epic Games, Digital Extremes, Psyonix, Streamline Studios","Atari, MacSoft, Midway Games",First-person shooter,"Microsoft Windows, Linux, macOS","March 16, 2004"
Unreal Tournament 3,Epic Games,Midway Games,First-person shooter,Microsoft Windows,"November 19, 2007"
Unreal Tournament 4,Epic Games,Epic Games,First-person shooter,"Microsoft Windows, Linux, macOS","August 13, 2014"
Unturned,Nelson Sexton,Smartly Dressed Games,"Open-world, first-person shooter, RPG","Microsoft Windows, macOS","July 7, 2017"
Valorant,Riot Games,Riot Games,First-person shooter,Microsoft Windows,"June 2, 2020"
Vampire: The Masquerade – Bloodlines,Troika Games,Activision,Action role-playing,Microsoft Windows,"November 16, 2004"
Vampire: The Masquerade – Redemption,Nihilistic Software,Activision,Role-playing,"Microsoft Windows, macOS","June 7, 2000"
Victoria: An Empire Under The Sun,Paradox Development Studios,Paradox Development Studios,Grand strategy,"Microsoft Windows, macOS",2003
Victoria II,Paradox Development Studios,Paradox Interactive,Grand strategy,"Microsoft Windows, macOS","August 13, 2010"
Vivisector: Beast Within,Action Forms,"1C, Brigades","First-person shooter, survival horror",Microsoft Windows,"January 5, 2006"
Voxatron,Lexaloffle Games,Lexaloffle Games,Action-adventure,"Microsoft Windows, Linux, macOS","October 31, 2011"
War of the Lance,"Strategic Simulations, Inc.","Strategic Simulations, Inc.",Strategy,"MS-DOS, Apple II, Commodore 64","May 1, 1988"
War of the Roses,Paradox Interactive,Fatshark,Action role-playing,Microsoft Windows,"October 2, 2012"
Warcraft: Orcs & Humans,Blizzard Entertainment,Blizzard Entertainment,RTS,"MS-DOS, macOS","November 23, 1994"
Warcraft III: Reign of Chaos,Blizzard Entertainment,Blizzard Entertainment,RTS,"Microsoft Windows, macOS","July 3, 2002"
Wargame: AirLand Battle,Eugen Systems,Focus Home Interactive,Real-time tactics,"Microsoft Windows, Linux, macOS","May 29, 2013"
Wargame: European Escalation,Eugen Systems,Focus Home Interactive,Real-time tactics,"Microsoft Windows, Linux, macOS","February 22, 2012"
Wargame: Red Dragon,Eugen Systems,Focus Home Interactive,Real-time tactics,"Microsoft Windows, Linux, macOS","April 17, 2014"
"Warhammer 40,000: Dawn of War II",Relic Entertainment,THQ,Real-time tactics,Microsoft Windows,"February 19, 2009"
WARNO,Eugen Systems,Eugen Systems,Real-time tactics,Microsoft Windows,"January 20, 2022 (Early Access)"
Wasteland,Interplay Productions,Electronic Arts,RPG,"Commodore 64, Apple II, DOS, Microsoft Windows, Linux, macOS",1988
Wasteland 2,inXile Entertainment,Deep Silver,RPG,"Microsoft Windows, OS X, Linux","September 19, 2014"
Wheels of Aurelia,Santa Ragione S.r.l.,Santa Ragione S.r.l.,Visual Novel,"Linux, Macintosh","September 20, 2016"
White Night,OSome Studio,Activision,"Survival horror, noir",Microsoft Windows,"March 3, 2015"
Widelands,Widelands Development Team,Widelands Development Team,Widelands,"Linux, Macintosh, Windows","May 2, 2019"
WildStar,Carbine Studios,NC Soft,MMORPG,Microsoft Windows,"June 7, 2014"
The Witcher,CD Projekt Red,Atari,Action role-playing,"Microsoft Windows, macOS","October 26, 2007"
The Witcher 3: Wild Hunt,CD Projekt Red,Atari,Action role-playing,"Microsoft Windows, macOS","May 19, 2015"
Wizards & Warriors,Heuristic Park,Activision,RPG,Microsoft Windows,"September 27, 2000"
World in Conflict,Massive Entertainment,"Sierra Entertainment (former), Ubisoft",Real-time tactics,Microsoft Windows,"September 18, 2007"
World in Conflict: Soviet Assault,Massive Entertainment,"Sierra Entertainment (former), Ubisoft",Real-time tactics,Microsoft Windows,"March 10, 2009"
World of Final Fantasy,Square Enix,Square Enix,Role-playing,"Microsoft Windows,","November 21, 2017"
World of Goo,2D Boy,2D Boy,Puzzle,"Microsoft Windows, Linux, macOS","October 13, 2008"
World of Tanks,Wargaming,Wargaming,"Action, MMO",Microsoft Windows,"April 12, 2011"
World of Warplanes,Wargaming,Wargaming,"Action, MMO",Microsoft Windows,"November 13, 2013"
World of Warcraft,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","November 23, 2004"
World of Warcraft: Battle for Azeroth,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","August 14, 2018"
World of Warcraft: The Burning Crusade,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","January 15, 2007"
World of Warcraft: Cataclysm,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","December 7, 2010"
World of Warcraft: Legion,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","August 30, 2016"
World of Warcraft: Mists of Pandaria,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","July 25, 2012"
World of Warcraft: Warlords of Draenor,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","November 13, 2014"
World of Warcraft: Wrath of the Lich King,Blizzard Entertainment,Blizzard Entertainment,Online role-playing game,"Microsoft Windows, macOS","November 13, 2008"
Xargon,Epic MegaGames,Epic MegaGames,Platform,DOS,"January 15, 1994"
X3: Terran Conflict,Egosoft,Egosoft,Space simulation,"Microsoft Windows, Linux, macOS","October 16, 2008"
X-Plane,Laminar Research,Laminar Research,Flight simulator,"Microsoft Windows, Linux, macOS",1995
XCOM: Enemy Unknown,"Firaxis Games, Feral Interactive","2K Games, Feral Interactive","Turn-based tactics, tactical role-playing","Microsoft Windows, Linux, macOS","October 9, 2012"
XCOM: Enemy Within,"Firaxis Games, Feral Interactive","2K Games, Feral Interactive",Turn-based tactics,"Microsoft Windows, Linux, macOS","November 12, 2013"
Xenonauts,Goldhawk Interactive,Goldhawk Interactive,Turn-based tactics,"Microsoft Windows, Linux, macOS","June 17, 2014"
XIII,Ubisoft Paris,Ubisoft,First-person shooter,"Microsoft Windows, macOS","November 18, 2003"
Yakuza 0,SEGA,SEGA,"Action Adventure, Beat 'em up",Microsoft Windows,"August 1, 2018"
Yakuza 3 Remastered,SEGA,SEGA,"Action Adventure, Beat 'em up",Microsoft Windows,"January 28, 2021"
Yakuza 6: The Song of Life,SEGA,SEGA,"Action Adventure, Beat 'em up",Microsoft Windows,"March 25, 2021"
Yakuza Kiwami,SEGA,SEGA,"Action Adventure, Beat 'em up",Microsoft Windows,"February 19, 2019"
Yakuza Kiwami 2,SEGA,SEGA,"Action Adventure, Beat 'em up",Microsoft Windows,"May 9, 2019"
Yakuza: Like a Dragon,Ryu ga Gotoku Studio,SEGA,"Role-Playing Game, Beat 'em up",Microsoft Windows,"November 10, 2020"
Youtubers Life,U-Play online,U-Play online,"Life simulation, business simulation","Microsoft Windows, Linux, macOS","May 18, 2016"
Yury,Cubic Pie,Cubic Pie,Action,Microsoft Windows,"December 9, 2014"
Z,The Bitmap Brothers,Virgin Interactive Entertainment,Real-time strategy,"MS-DOS, Microsoft Windows, macOS","July 31, 1996"
Z: Steel Soldiers,The Bitmap Brothers,EON Digital Entertainment,Real-time strategy,Microsoft Windows,"June 14, 2001"
Zeliard,Game Arts,"Game Arts, Sierra On-Line","Platformer, Action RPG",DOS,1990
Zombie Driver,Exor Studios,Exor Studios,Vehicular combat,Microsoft Windows,"October 17, 2012"
ZoMGman! Battle Arena,Tristan Nishimoto,Tristan Nishimoto,Co-op Battle Arena,Microsoft Windows,"June 26, 2007"
ZoMGman! 2,Tristan Nishimoto,Tristan Nishimoto,Co-op Battle Arena,Microsoft Windows,"November 7, 2008"
Zoo Tycoon,Blue Fang Games,Microsoft Game Studios,Business simulation,"Microsoft Windows, macOS","October 17, 2001"
Zoo Tycoon 2,"Blue Fang Games, MacSoft, Rapan","Microsoft Game Studios, MacSoft",Business simulation,"Microsoft Windows, macOS",November 2004
Zoo Tycoon 2: African Adventure,Blue Fang Games,Microsoft Game Studios,Business simulation,"Microsoft Windows, macOS",May 2006
Zoo Tycoon 2: Dino Danger Pack,Blue Fang Games,Microsoft Game Studios,Business simulation,"Microsoft Windows, macOS",July 2006
Zoo Tycoon 2: Endangered Species,Blue Fang Games,Microsoft Game Studios,Business simulation,"Microsoft Windows, macOS",October 2005
Zoo Tycoon 2: Extinct Animals,Blue Fang Games,Microsoft Game Studios,Business simulation,"Microsoft Windows, macOS","October 17, 2007"
Zoo Tycoon 2: Marine Mania,Blue Fang Games,Microsoft Game Studios,Business simulation,"Microsoft Windows, macOS","October 17, 2006"
Zork: Grand Inquisitor,Activision,Activision,Adventure,"Microsoft Windows, macOS","October 31, 1997"
Zork Zero,Infocom,Infocom,interactive fiction,"Amiga, Apple II, MS-DOS, macOS","October 19, 1988"
Zuma's Revenge!,PopCap Games,PopCap Games,Puzzle,"Microsoft Windows, macOS","September 15, 2009"
Zup!,Quiet River,Quiet River,Puzzle,Microsoft Windows,"October 4, 2016"
Zup! 2,Quiet River,Quiet River,Puzzle,Microsoft Windows,"December 5, 2016"
Zup! 3,Quiet River,Quiet River,Puzzle,Microsoft Windows,"January 12, 2017"
Zup! 4,Quiet River,Quiet River,Puzzle,Microsoft Windows,"February 20, 2017"
Zup! 5,Quiet River,Quiet River,Puzzle,Microsoft Windows,"June 13, 2017"
Zup! 6,Quiet River,Quiet River,Puzzle,Microsoft Windows,"September 19, 2017"
Zup! 7,Quiet River,Quiet River,Puzzle,Microsoft Windows,"December 12, 2017"
Zup! 8,Quiet River,Quiet River,Puzzle,Microsoft Windows,"February 22, 2018"
Zup! Arena,Quiet River,Quiet River,"Action, MMO",Microsoft Windows,"December 3, 2018"
Zup! X,Quiet River,Quiet River,Puzzle,Microsoft Windows,"May 17, 2018"
Zup! Zero,Quiet River,Quiet River,Puzzle,Microsoft Windows,"April 6, 2017"
Zup! Zero 2,Quiet River,Quiet River,Puzzle,Microsoft Windows,"September 11, 2018"
ZZT,Potomac Computer Systems,Potomac Computer Systems,"Action-adventure, Puzzle",MS-DOS,October 1991
_summer,Hooksoft,Hook,Visual novel,Microsoft Windows,"July 15, 2005"
0 A.D.,Wildfire Games,Wildfire Games,RTS,"Microsoft Windows, Linux, macOS","August 16, 2010"
007 Legends,Eurocom,Activision,First-person shooter,Microsoft Windows,"November 2, 2012"
007: Licence to Kill,Quixel,Domark,Top-down shooter,MS-DOS,"April 20, 1989"
007: Quantum of Solace,"Treyarch, Beenox","Activision, Square Enix",First-person shooter,Microsoft Windows,"October 31, 2008"
1-0 Soccer Manager,New Era Software,Wizard Games,"Sports, management",MS-DOS,1992
101 Dalmatians: Escape from DeVil Manor,DreamForge Intertainment,Disney Interactive,"Action, adventure, strategy",Microsoft Windows,1997
102 Dalmatians: Puppies to the Rescue,Crystal Dynamics,Disney Interactive,Platform,Microsoft Windows,2000
10th Frame,Access Software,US Gold,Sports,MS-DOS,1986
18 Wheels of Steel: Haulin',SCS Software,ValuSoft,Vehicle simulation,Microsoft Windows,"December 8, 2006"
180,"Ste Pickford, David Whittaker",Mastertronic Added Dimension,Sports,Commodore 64,1986
1830: Railroads & Robber Barons,Simtex,Avalon Hill,RTS,MS-DOS,1995
1869,Max Design,Max Design,Strategy,MS-DOS,1992
1914 Shells of Fury,Randomeida,Strategy First,Simulation,Microsoft Windows,"August 14, 2007"
1942: The Pacific Air War,Microprose,Microprose,Flight simulator,MS-DOS,1994
221B Baker Street,Datasoft,Datasoft,Puzzle,MS-DOS,1987
2400 A.D.,Origin Systems,Origin Systems,Adventure,"MS-DOS, Apple II",1987
3D Construction Kit,Incentive Software,Domark,Simulation,MS-DOS,"July 1, 1991"
3D Construction Kit II,Incentive Software,Domark,Simulation,MS-DOS,"November 10, 1992"
3D Maze Man: Amazing Adventures,Webfoot Technologies,eGames Inc,Arcade,MS-DOS,1998
3DiTeams,"Duke University Medical Center, Virtual Heroes, Inc.","Duke University Medical Center, Virtual Heroes, Inc.",Serious game,Microsoft Windows,"November 1, 2007"
4D Sports Boxing,Distinctive Software,Mindscape,Sports,"Amiga, DOS, Atari ST, macOS","June 15, 1991"
4D Sports Tennis,Distinctive Software,Mindscape,Sports,DOS,1990
4Story,Zemi Interactive,Gameforge,MMORPG,Microsoft Windows,2008
4x4 Hummer,Avalon Entertainment,"505 Games, 1C Company",Racing,Microsoft Windows,"June 15, 2009"
4x4 Off-Road Racing,Odan MicroDesign,Epyx,Racing,"Amstrad CPC, Atari ST, Amiga, DOS, Commodore 64, MSX, ZX Spectrum",1988
5,Ram,Visual Art's,"Eroge, visual novel",Microsoft Windows,"July 25, 2008"
50 Mission Crush,John Gray,"Strategic Simulations, Inc",RPG,"Apple II, Atari 8-bit family, Commodore 64, DOS",1984
500cc Grand Prix,Microïds,Microïds,Racing,"Amstrad CPC, Atari ST, Commodore C64/128",1987
688(I) Hunter/Killer,Sonalysts Inc.,Electronic Arts,Submarine simulator,Microsoft Windows,"July 4, 1997"
7 Colors,Gamos Ltd.,Infogrames,Strategy,"Amiga, DOS",1991
7554,Emobi Games,Emobi Games,First-person shooter,Microsoft Windows,"December 16, 2011"
7th Legion,"Vision, Epic MegaGames",MicroProse,RTS,Microsoft Windows,"September 30, 1997"
9: The Last Resort,Tribeca Interactive,GT Interactive,Adventure game,"Microsoft Windows, macOS","September 30, 1996"
