title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link
Building Big Data Pipelines with Apache Beam: Use a single programming model for both batch and stream data processing,[Jan Lukavsky],46.99,342.0,3.9,11,0.55,0.19,0.13,0.13,0.0,7.5 x 0.78 x 9.25 inches,1.3 pounds,English,Packt Publishing (January 21 2022),978-1800564930,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0799207EVNWBH1XZ7SS&url=%2FBuilding-Data-Pipelines-Apache-Beam%2Fdp%2F1800564937%2Fref%3Dsr_1_36_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1663447969%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-36-spons%26psc%3D1&qualifier=1663447969&id=821362400294070&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0799207EVNWBH1XZ7SS&url=%2FBuilding-Data-Pipelines-Apache-Beam%2Fdp%2F1800564937%2Fref%3Dsr_1_36_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1663447969%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-36-spons%26psc%3D1&qualifier=1663447969&id=821362400294070&widgetName=sp_mtf
Algorithmic Finance: A Companion To Data Science,[Christopher Hian-ann Ting],116.85,408.0,,0,0.0,0.0,0.0,0.0,0.0,6 x 1.15 x 9 inches,1.58 pounds,English,WSPC (May 6 2022),978-9811238307,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A037424531TX4FHY2WGY6&url=%2FAlgorithmic-Finance-Companion-Data-Science%2Fdp%2F9811238308%2Fref%3Dsr_1_35_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1663447969%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-35-spons%26psc%3D1&qualifier=1663447969&id=821362400294070&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A037424531TX4FHY2WGY6&url=%2FAlgorithmic-Finance-Companion-Data-Science%2Fdp%2F9811238308%2Fref%3Dsr_1_35_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1663447969%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-35-spons%26psc%3D1&qualifier=1663447969&id=821362400294070&widgetName=sp_mtf
Naked Statistics: Stripping the Dread from the Data,,11.69,304.0,4.6,2271,0.72,0.19,0.06,0.02,0.02,5.5 x 0.8 x 8.2 inches,7.1 ounces,English,W. W. Norton & Company; 1st edition (January 13 2014),978-0393347777,/Naked-Statistics-Stripping-Dread-Data/dp/039334777X/ref=sr_1_28?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-28,https://www.amazon.com/Naked-Statistics-Stripping-Dread-Data/dp/039334777X/ref=sr_1_28?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-28
Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science),,64.1,516.0,4.0,14,0.55,0.19,0.08,0.1,0.08,6.9 x 1.1 x 10 inches,2.35 pounds,English,CRC Press; 1st edition (July 2 2010),978-1439803547,/Bayesian-Ideas-Data-Analysis-Statisticians/dp/1439803544/ref=sr_1_108?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-108,https://www.amazon.com/Bayesian-Ideas-Data-Analysis-Statisticians/dp/1439803544/ref=sr_1_108?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-108
Julia Data Science,"[Jose Storopoli,Rik Huijzer et al.]",31.99,170.0,4.5,9,0.74,0.26,0.0,0.0,0.0,7 x 0.4 x 10 inches,13.9 ounces,English,Independently published (October 28 2021),979-8489859165,/Julia-Data-Science-Jose-Storopoli/dp/B09KMRKQ96/ref=sr_1_107?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-107,https://www.amazon.com/Julia-Data-Science-Jose-Storopoli/dp/B09KMRKQ96/ref=sr_1_107?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-107
Listening to People: A Practical Guide to Interviewing Participant Observation Data Analysis and Writing It All Up (Chicago Guides to Writing Editing and Publishing),,19.0,333.0,4.5,33,0.73,0.16,0.07,0.05,0.0,6 x 0.9 x 9 inches,1.01 pounds,English,University of Chicago Press (October 15 2021),978-0226806433,/Listening-People-Interviewing-Participant-Observation/dp/022680643X/ref=sr_1_101?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-101,https://www.amazon.com/Listening-People-Interviewing-Participant-Observation/dp/022680643X/ref=sr_1_101?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-101
Doing Data Science: Straight Talk from the Frontline,"[""Cathy ONeil"",Rachel Schutt]",26.3,408.0,4.3,172,0.6,0.24,0.07,0.05,0.03,6 x 0.78 x 9 inches,1.2 pounds,English,OReilly Media; 1st edition (November 19 2013),978-1449358655,/Doing-Data-Science-Straight-Frontline/dp/1449358659/ref=sr_1_104?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-104,https://www.amazon.com/Doing-Data-Science-Straight-Frontline/dp/1449358659/ref=sr_1_104?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-104
Microsoft Power BI Quick Start Guide: Bring your data to life through data modeling visualization digital storytelling and more 2nd Edition,"[Devin Knight,Mitchell Pearson et al.]",28.49,294.0,4.3,142,0.57,0.23,0.14,0.03,0.02,7.5 x 0.67 x 9.25 inches,1.12 pounds,English,Packt Publishing; 2nd ed. edition (October 30 2020),978-1800561571,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A086028025VJ5JI7P7CRD&url=%2FMicrosoft-Power-Quick-Start-Guide%2Fdp%2F1800561571%2Fref%3Dsr_1_33_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1663447969%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-33-spons%26psc%3D1&qualifier=1663447969&id=821362400294070&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A086028025VJ5JI7P7CRD&url=%2FMicrosoft-Power-Quick-Start-Guide%2Fdp%2F1800561571%2Fref%3Dsr_1_33_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1663447969%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-33-spons%26psc%3D1&qualifier=1663447969&id=821362400294070&widgetName=sp_mtf
R in Action Third Edition: Data analysis and graphics with R and Tidyverse,[Robert I. Kabacoff],56.99,656.0,4.6,8,0.82,0.18,0.0,0.0,0.0,7.38 x 1.5 x 9.25 inches,2.15 pounds,English,Manning; 3rd edition (May 3 2022),978-1617296055,/Action-Third-Robert-I-Kabacoff/dp/1617296058/ref=sr_1_103?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-103,https://www.amazon.com/Action-Third-Robert-I-Kabacoff/dp/1617296058/ref=sr_1_103?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-103
Data Science Ethics: Concepts Techniques and Cautionary Tales,[David Martens],37.2,272.0,5.0,2,1.0,0.0,0.0,0.0,0.0,9.4 x 0.6 x 6.2 inches,15.5 ounces,English,Oxford University Press (June 24 2022),978-0192847270,/Data-Science-Ethics-Techniques-Cautionary/dp/0192847279/ref=sr_1_102?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-102,https://www.amazon.com/Data-Science-Ethics-Techniques-Cautionary/dp/0192847279/ref=sr_1_102?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-102
Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition),,77.43,510.0,4.8,37,0.84,0.09,0.07,0.0,0.0,8.9 x 1.2 x 11 inches,3.73 pounds,English,Chapman and Hall/CRC; 1st edition (November 22 2019),978-1138492530,/Data-Science-Machine-Learning-Mathematical/dp/1138492531/ref=sr_1_97?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-97,https://www.amazon.com/Data-Science-Machine-Learning-Mathematical/dp/1138492531/ref=sr_1_97?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-97
Data Mesh in Action,"[Jacek Majchrzak,Sven Balnojan et al.]",69.99,300.0,,0,0.0,0.0,0.0,0.0,0.0,7.38 x 0.75 x 9.25 inches,12.6 ounces,English,Manning (November 22 2022),978-1633439979,/Data-Mesh-Action-Jacek-Majchrzak/dp/1633439976/ref=sr_1_96?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-96,https://www.amazon.com/Data-Mesh-Action-Jacek-Majchrzak/dp/1633439976/ref=sr_1_96?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-96
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,[David Ping],43.97,442.0,4.7,39,0.82,0.12,0.06,0.0,0.0,7.5 x 1 x 9.25 inches,1.66 pounds,English,Packt Publishing (January 21 2022),978-1801072168,/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167/ref=sr_1_94?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-94,https://www.amazon.com/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167/ref=sr_1_94?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-94
Practical Big Data Analytics: Hands-on techniques to implement enterprise analytics and machine learning using Hadoop Spark NoSQL and R,[Nataraj Dasgupta],44.99,412.0,3.8,7,0.49,0.17,0.17,0.17,0.0,7.5 x 0.93 x 9.25 inches,1.55 pounds,English,Packt Publishing (January 15 2018),978-1783554393,/Practical-Big-Data-Analytics-Hands/dp/1783554398/ref=sr_1_92?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-92,https://www.amazon.com/Practical-Big-Data-Analytics-Hands/dp/1783554398/ref=sr_1_92?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-92
Simplify Big Data Analytics with Amazon EMR: A beginners guide to learning and implementing Amazon EMR for building data analytics solutions,[Sakti Mishra],46.99,430.0,5.0,9,1.0,0.0,0.0,0.0,0.0,7.5 x 0.97 x 9.25 inches,1.62 pounds,English,Packt Publishing (March 25 2022),978-1801071079,/Simplify-Big-Data-Analytics-Amazon/dp/1801071071/ref=sr_1_91?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-91,https://www.amazon.com/Simplify-Big-Data-Analytics-Amazon/dp/1801071071/ref=sr_1_91?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-91
Bootstrap:Data Science Workbook,"[Emmanuel Schanzer,Kathi Fisler et al.]",4.73,148.0,,0,0.0,0.0,0.0,0.0,0.0,8.5 x 0.34 x 10.98 inches,9.6 ounces,English,Lulu.com (August 14 2020),979-1716654816,/Bootstrap-Science-Workbook-Emmanuel-Schanzer/dp/1716654815/ref=sr_1_89?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-89,https://www.amazon.com/Bootstrap-Science-Workbook-Emmanuel-Schanzer/dp/1716654815/ref=sr_1_89?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-89
Amazon Redshift Cookbook: Recipes for building modern data warehousing solutions,"[Shruti Worlikar,Thiyagarajan Arumugam et al.]",51.99,384.0,4.5,23,0.66,0.24,0.11,0.0,0.0,7.5 x 0.87 x 9.25 inches,1.45 pounds,English,Packt Publishing (July 23 2021),978-1800569683,/Amazon-Redshift-Cookbook-warehousing-solutions/dp/1800569688/ref=sr_1_90?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-90,https://www.amazon.com/Amazon-Redshift-Cookbook-warehousing-solutions/dp/1800569688/ref=sr_1_90?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-90
SQL for Data Analytics: Harness the power of SQL to extract insights from data 3rd Edition,"[Jun Shan,Matt Goldwasser et al.]",44.99,540.0,5.0,6,1.0,0.0,0.0,0.0,0.0,7.5 x 1.22 x 9.25 inches,2.02 pounds,English,Packt Publishing; 3rd ed. edition (August 29 2022),978-1801812870,/SQL-Data-Analytics-Harness-insights/dp/180181287X/ref=sr_1_88?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-88,https://www.amazon.com/SQL-Data-Analytics-Harness-insights/dp/180181287X/ref=sr_1_88?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-88
Communicating with Data: Making Your Case With Data,[Carl Allchin],40.99,340.0,5.0,4,1.0,0.0,0.0,0.0,0.0,7 x 0.5 x 9.25 inches,1.2 pounds,English,OReilly Media; 1st edition (October 26 2021),978-1098101855,/Communicating-Data-Making-Your-Case/dp/1098101855/ref=sr_1_85?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-85,https://www.amazon.com/Communicating-Data-Making-Your-Case/dp/1098101855/ref=sr_1_85?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-85
Data Analytics: A Small Data Approach (Chapman & Hall/CRC Data Science Series),,89.95,257.0,5.0,2,1.0,0.0,0.0,0.0,0.0,8.5 x 0.75 x 11 inches,1.48 pounds,English,Chapman and Hall/CRC; 1st edition (April 20 2021),978-0367609504,/Data-Analytics-Approach-Chapman-Science/dp/0367609509/ref=sr_1_111?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-111,https://www.amazon.com/Data-Analytics-Approach-Chapman-Science/dp/0367609509/ref=sr_1_111?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-111
Data Structures the Fun Way: An Amusing Adventure with Coffee-Filled Examples,[Jeremy Kubica],29.99,304.0,,0,0.0,0.0,0.0,0.0,0.0,7 x 0.7 x 9.2 inches,13 ounces,English,No Starch Press (November 8 2022),978-1718502604,/Data-Structures-Fun-Way-Coffee-Filled/dp/1718502605/ref=sr_1_110?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-110,https://www.amazon.com/Data-Structures-Fun-Way-Coffee-Filled/dp/1718502605/ref=sr_1_110?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-110
Data Analysis with R - Second Edition: A comprehensive guide to manipulating analyzing and visualizing data in R,[Tony Fischetti],38.82,570.0,4.4,20,0.74,0.07,0.08,0.11,0.0,7.5 x 1.29 x 9.25 inches,2.13 pounds,English,Packt Publishing; 2nd Revised edition (March 28 2018),978-1788393720,/Data-Analysis-comprehensive-manipulating-visualizing/dp/1788393724/ref=sr_1_109?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-109,https://www.amazon.com/Data-Analysis-comprehensive-manipulating-visualizing/dp/1788393724/ref=sr_1_109?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-109
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,[Gareth Eagar],39.99,482.0,4.4,48,0.63,0.22,0.08,0.03,0.04,7.5 x 1.09 x 9.25 inches,1.81 pounds,English,Packt Publishing (December 29 2021),978-1800560413,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01226732NVVMMQF2QAVY&url=%2FData-Engineering-AWS-Gareth-Eagar%2Fdp%2F1800560419%2Fref%3Dsr_1_84_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-84-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01226732NVVMMQF2QAVY&url=%2FData-Engineering-AWS-Gareth-Eagar%2Fdp%2F1800560419%2Fref%3Dsr_1_84_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-84-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf
Data Science: Advanced Guide to Learn the Realms of Data Science Effectively,[Benjamin Smith],19.99,212.0,,0,0.0,0.0,0.0,0.0,0.0,6 x 0.48 x 9 inches,10.2 ounces,English,Independently published (January 4 2021),979-8590251827,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A08571382MHIUBJV4ZYJN&url=%2FData-Science-Advanced-Realms-Effectively%2Fdp%2FB08RTQRC1C%2Fref%3Dsr_1_83_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-83-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A08571382MHIUBJV4ZYJN&url=%2FData-Science-Advanced-Realms-Effectively%2Fdp%2FB08RTQRC1C%2Fref%3Dsr_1_83_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-83-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf
Data Science for Supply Chain Forecasting,[Nicolas Vandeput],49.39,280.0,4.6,63,0.71,0.16,0.11,0.02,0.0,6.69 x 0.65 x 9.61 inches,1.16 pounds,English,De Gruyter; 2nd edition (March 22 2021),978-3110671100,/Data-Science-Supply-Chain-Forecasting/dp/3110671107/ref=sr_1_107?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-107,https://www.amazon.com/Data-Science-Supply-Chain-Forecasting/dp/3110671107/ref=sr_1_107?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-107
Heard In Data Science Interviews: Over 650 Most Commonly Asked Interview Questions & Answers,[Kal Mishra],37.99,240.0,3.2,52,0.37,0.07,0.2,0.13,0.23,6 x 0.55 x 9 inches,11.5 ounces,English,CreateSpace Independent Publishing Platform (October 3 2018),978-1727287325,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02035312MO74EY105KW5&url=%2FHeard-Data-Science-Interviews-Interview%2Fdp%2F1727287320%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-81-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02035312MO74EY105KW5&url=%2FHeard-Data-Science-Interviews-Interview%2Fdp%2F1727287320%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-81-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf
DATA ANALYTICS: A Comprehensive Beginnerâ€™s Guide To Learn About The Realms Of Data Analytics From A-Z,[Mr Benjamin Smith],19.99,153.0,4.2,37,0.59,0.15,0.2,0.06,0.0,6 x 0.35 x 9 inches,7.5 ounces,English,Independently published (April 26 2020),979-8640455267,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A080573117E1RBQRH8U&url=%2FDATA-ANALYTICS-Comprehensive-Beginners-Analytics%2Fdp%2FB087L36G1T%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-82-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A080573117E1RBQRH8U&url=%2FDATA-ANALYTICS-Comprehensive-Beginners-Analytics%2Fdp%2FB087L36G1T%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663447986%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-82-spons%26psc%3D1&qualifier=1663447986&id=7779202283886240&widgetName=sp_mtf
Introduction to Data Science: Data Analysis and Prediction Algorithms with R (Chapman & Hall/CRC Data Science Series),,77.28,713.0,4.8,34,0.86,0.07,0.05,0.02,0.0,7 x 1.6 x 10.1 inches,3.67 pounds,English,Chapman and Hall/CRC; 1st edition (November 8 2019),978-0367357986,/Introduction-Data-Science-Prediction-Algorithms/dp/0367357984/ref=sr_1_156?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-156,https://www.amazon.com/Introduction-Data-Science-Prediction-Algorithms/dp/0367357984/ref=sr_1_156?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-156
Introduction to Machine Learning with R: Rigorous Mathematical Analysis,[Scott V. Burger],49.99,226.0,4.1,21,0.59,0.09,0.19,0.07,0.07,7 x 0.48 x 9.19 inches,14.3 ounces,English,OReilly Media; 1st edition (April 17 2018),978-1491976449,/Introduction-Machine-Learning-Rigorous-Mathematical/dp/1491976446/ref=sr_1_154?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-154,https://www.amazon.com/Introduction-Machine-Learning-Rigorous-Mathematical/dp/1491976446/ref=sr_1_154?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-154
PYTHON FOR DATA SCIENCE: The Ultimate Beginnersâ€™ Guide to Learning Python Data Science Step Step,[Mr Ethan Williams],19.99,199.0,4.3,68,0.62,0.19,0.08,0.06,0.05,6 x 0.45 x 9 inches,9.6 ounces,English,Independently published (August 18 2019),978-1687159106,/PYTHON-DATA-SCIENCE-Ultimate-Beginners/dp/1687159106/ref=sr_1_153?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-153,https://www.amazon.com/PYTHON-DATA-SCIENCE-Ultimate-Beginners/dp/1687159106/ref=sr_1_153?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-153
